Sample size N: 10000
-1.48645	-0.19750
-1.48388	-0.89896
-1.47952	-0.36406
-1.45460	-0.44029
-1.42010	0.21800
-1.36871	-0.29691
-1.35659	-0.35891
-1.33424	-0.22842
-1.32440	-0.21728
-1.31411	-0.47916
-1.31043	-0.35192
-1.30775	-0.45554
-1.30767	0.59255
-1.30742	0.74107
-1.27889	-0.43175
-1.26816	-0.54485
-1.26468	-0.01174
-1.25616	-0.57422
-1.25005	-0.35138
-1.24642	0.04477
-1.24125	-0.34463
-1.23538	0.00343
-1.23431	0.12477
-1.22436	-0.26402
-1.22349	0.85728
-1.21665	0.15821
-1.21657	0.33880
-1.20396	0.47460
-1.20284	0.10567
-1.20202	0.24879
-1.19479	0.22457
-1.19354	0.23349
-1.18334	-0.34508
-1.17047	0.06373
-1.16820	-0.18754
-1.16307	-0.01715
-1.15512	-0.06179
-1.15511	-0.26171
-1.14950	0.15809
-1.14355	-0.76776
-1.13834	0.25528
-1.13635	-0.35030
-1.13536	-1.15305
-1.13530	0.14475
-1.13187	0.18933
-1.13016	-0.20276
-1.12084	0.02794
-1.12009	-0.22358
-1.11977	-0.03247
-1.11643	-0.31409
-1.11465	-0.13612
-1.11328	0.53162
-1.11087	0.34423
-1.11026	0.04305
-1.10444	0.61444
-1.10388	-0.39306
-1.10315	0.58409
-1.10313	-0.78329
-1.10142	0.39616
-1.10140	0.10891
-1.09885	-0.44952
-1.09632	0.26647
-1.09620	0.16572
-1.09469	-0.24115
-1.09086	-0.33261
-1.08579	0.22545
-1.08535	-0.70523
-1.08432	0.13261
-1.08294	-0.58724
-1.07831	0.33946
-1.07782	1.12038
-1.07567	0.51970
-1.07453	-0.10440
-1.07293	-0.12191
-1.07279	-0.16733
-1.07133	0.21949
-1.06972	0.58260
-1.06689	-0.06351
-1.06499	0.80721
-1.06393	-0.36105
-1.06187	-0.60617
-1.05520	0.44132
-1.05267	0.40641
-1.05202	-0.42931
-1.05187	0.71848
-1.04684	-0.14729
-1.04412	0.07506
-1.04274	0.73167
-1.04215	0.73803
-1.04203	-0.74277
-1.04166	-0.25252
-1.04009	0.76146
-1.04003	-0.03027
-1.03887	0.56234
-1.03819	-0.13128
-1.03680	0.10576
-1.03637	0.40155
-1.03523	-0.06073
-1.03504	0.11413
-1.03424	-0.73021
-1.03332	0.18504
-1.03216	0.24068
-1.03176	1.09296
-1.03082	0.02064
-1.02858	-0.06005
-1.02827	-0.41256
-1.02619	-0.19909
-1.02552	0.01619
-1.02428	-0.53834
-1.02320	0.35647
-1.02289	-0.68638
-1.01939	-0.18138
-1.01848	0.06961
-1.01672	-0.16613
-1.01603	0.77089
-1.01591	-0.26522
-1.01558	-0.33585
-1.01456	0.14766
-1.01183	-1.13374
-1.01079	0.44054
-1.01043	-0.53315
-1.01036	0.06297
-1.00911	0.33387
-1.00863	-0.09012
-0.99932	0.29446
-0.99905	-0.28219
-0.99581	-0.53982
-0.99536	0.31018
-0.99471	-0.08887
-0.99411	0.27690
-0.99403	-0.28294
-0.99332	0.22546
-0.99175	-0.07384
-0.99143	0.32749
-0.99072	0.14556
-0.98874	0.13153
-0.98574	0.33793
-0.98521	-0.44558
-0.98398	1.03263
-0.98353	-0.27313
-0.98077	-0.65630
-0.97926	-0.01649
-0.97882	0.19539
-0.97866	-0.01746
-0.97771	-0.67894
-0.97694	0.07930
-0.97529	-0.30270
-0.97186	-0.31844
-0.97138	-0.27647
-0.96593	0.05730
-0.96589	-0.13510
-0.96362	-0.42834
-0.96184	0.19164
-0.96060	0.65550
-0.95886	-0.08920
-0.95855	0.53779
-0.95838	0.05554
-0.95804	0.56435
-0.95791	-0.18590
-0.95783	-0.43575
-0.95570	0.00010
-0.95542	-0.63486
-0.95445	0.48925
-0.95329	0.60413
-0.95167	0.26964
-0.95121	0.54340
-0.95068	0.39277
-0.94982	0.00632
-0.94834	0.17766
-0.94763	0.12211
-0.94619	0.30580
-0.94586	0.42230
-0.94416	0.41863
-0.94413	0.16762
-0.94249	-0.01819
-0.94198	-0.13753
-0.94190	-0.78131
-0.94060	0.12891
-0.94046	0.41543
-0.93949	0.37615
-0.93948	-0.47754
-0.93852	-0.26820
-0.93764	0.20815
-0.93759	0.50875
-0.93712	0.05146
-0.93700	0.51556
-0.93597	0.13771
-0.93584	-0.12139
-0.93567	-0.12094
-0.93459	-0.01667
-0.93450	-0.40698
-0.93377	0.31045
-0.93334	-0.24284
-0.93258	0.12195
-0.93203	-0.18489
-0.93165	0.05025
-0.93156	0.27031
-0.93012	-0.36217
-0.92886	-0.35171
-0.92775	-0.16292
-0.92746	-0.39201
-0.92678	-0.03708
-0.92486	0.49680
-0.92109	-0.22095
-0.91981	0.23639
-0.91898	0.35543
-0.91869	-0.67949
-0.91861	-0.04341
-0.91846	0.23827
-0.91671	-0.23922
-0.91661	0.28769
-0.91569	0.09336
-0.91480	0.09064
-0.91472	-0.76868
-0.91395	-0.07925
-0.91285	0.40454
-0.91280	-0.29793
-0.91145	0.51476
-0.91074	-0.63420
-0.91072	0.31496
-0.91037	0.37537
-0.91017	-0.42798
-0.90982	0.10718
-0.90922	0.20461
-0.90792	0.54928
-0.90709	0.26366
-0.90647	-0.29666
-0.90604	-0.29797
-0.90491	-0.01030
-0.90487	0.26696
-0.90460	0.80820
-0.90449	-0.11592
-0.90367	-0.28251
-0.90293	0.61678
-0.90206	-0.53601
-0.90202	-0.57565
-0.90015	-1.03250
-0.89879	-0.42005
-0.89598	0.59274
-0.89503	0.06423
-0.89369	-0.08452
-0.89365	-0.25298
-0.89356	0.34345
-0.89345	-0.73727
-0.89337	-0.31923
-0.89283	-0.15189
-0.89221	-0.78925
-0.89168	-0.39710
-0.89089	-0.10982
-0.89070	0.07376
-0.88865	0.12581
-0.88814	-0.23639
-0.88687	-0.08467
-0.88659	0.26750
-0.88568	-0.17421
-0.88560	-0.37340
-0.88540	-0.27213
-0.88315	-0.14586
-0.88296	-0.11958
-0.88253	0.21715
-0.88093	0.98741
-0.87954	-1.08912
-0.87902	0.02869
-0.87800	-0.72695
-0.87768	-0.39448
-0.87653	0.17675
-0.87529	0.13589
-0.87525	0.14979
-0.87464	0.26791
-0.86917	-0.61849
-0.86892	0.08040
-0.86802	-0.71098
-0.86758	-0.02892
-0.86667	0.67105
-0.86456	-0.44963
