Sample size N: 10000
-0.99636	0.07083
-0.99365	-0.04618
-0.99274	-0.08341
-0.99172	-0.01796
-0.98823	0.10784
-0.98708	0.02875
-0.98648	-0.14845
-0.98578	-0.04581
-0.98413	0.11658
-0.98202	0.08379
-0.98021	0.08217
-0.97933	-0.14521
-0.97902	0.19386
-0.97851	-0.14358
-0.97836	0.16811
-0.97788	0.01503
-0.97787	-0.13608
-0.97622	-0.09109
-0.97545	0.19350
-0.97317	0.13845
-0.97296	0.21059
-0.97190	-0.20391
-0.97133	0.02272
-0.96987	-0.19181
-0.96529	0.12099
-0.96522	-0.21319
-0.96466	0.25265
-0.96216	0.06657
-0.95923	-0.16310
-0.95776	-0.03394
-0.95612	-0.28513
-0.95606	0.24347
-0.95463	0.12691
-0.95398	0.03836
-0.95159	0.15714
-0.94988	-0.20582
-0.94714	-0.05947
-0.94673	-0.09055
-0.94608	0.19951
-0.94275	-0.03988
-0.94274	0.23270
-0.94263	0.29106
-0.94215	-0.29286
-0.94204	0.24923
-0.94193	-0.16862
-0.94033	-0.22936
-0.93942	0.00192
-0.93807	-0.08226
-0.93657	-0.04671
-0.93643	-0.26080
-0.93580	0.19026
-0.93496	-0.15245
-0.93425	-0.24145
-0.93360	0.25116
-0.93285	-0.11665
-0.93120	0.03530
-0.93114	-0.02042
-0.93011	0.04325
-0.93008	-0.23411
-0.92977	-0.00408
-0.92825	-0.33143
-0.92782	-0.02016
-0.92753	0.16566
-0.92749	-0.03449
-0.92683	-0.16055
-0.92672	0.09467
-0.92614	0.33097
-0.92563	-0.19293
-0.92511	0.12287
-0.92464	-0.29113
-0.92463	-0.37466
-0.92406	0.15323
-0.92320	-0.27066
-0.92260	-0.09866
-0.92253	0.05991
-0.92226	0.00039
-0.92080	-0.20506
-0.92030	0.14554
-0.91796	0.31633
-0.91717	0.03598
-0.91568	0.29766
-0.91483	-0.32086
-0.91452	-0.07599
-0.91375	0.09846
-0.91332	0.17417
-0.91305	-0.28126
-0.91209	-0.16944
-0.91196	0.25107
-0.91148	0.00234
-0.91061	0.06720
-0.91000	0.37378
-0.90939	0.28657
-0.90902	0.26568
-0.90863	-0.11269
-0.90790	-0.16778
-0.90789	0.13416
-0.90725	-0.01591
-0.90552	-0.38557
-0.90438	-0.34951
-0.90417	0.18650
-0.90366	0.02126
-0.90349	-0.12675
-0.90320	-0.12358
-0.90313	0.17431
-0.90196	-0.10784
-0.90186	0.35444
-0.90162	0.06941
-0.90028	0.06770
-0.90001	-0.16312
-0.89982	0.20081
-0.89940	0.07558
-0.89918	0.31054
-0.89888	-0.14654
-0.89882	0.42233
-0.89772	-0.25614
-0.89745	-0.29698
-0.89643	0.18724
-0.89628	-0.26213
-0.89534	-0.02558
-0.89487	0.41131
-0.89444	-0.15415
-0.89432	0.12804
-0.89430	0.25673
-0.89416	0.00159
-0.89409	-0.01146
-0.89281	-0.43421
-0.89103	0.41249
-0.89089	-0.20561
-0.88920	-0.07469
-0.88852	-0.35375
-0.88770	0.28605
-0.88688	-0.11228
-0.88686	0.19964
-0.88675	-0.06430
-0.88639	0.10793
-0.88514	0.14512
-0.88500	-0.16149
-0.88452	-0.20374
-0.88437	0.25903
-0.88415	0.32782
-0.88353	-0.02803
-0.88329	0.21982
-0.88321	0.39507
-0.88262	0.27094
-0.88258	0.27797
-0.88159	0.30919
-0.88052	-0.18674
-0.87979	0.33716
-0.87929	-0.26618
-0.87905	-0.25467
-0.87902	0.07118
-0.87877	-0.13032
-0.87801	0.11166
-0.87787	0.26677
-0.87779	0.13713
-0.87639	-0.41024
-0.87608	-0.30278
-0.87598	0.04189
-0.87595	-0.47135
-0.87580	-0.06598
-0.87497	0.41985
-0.87491	0.23825
-0.87487	-0.09726
-0.87432	0.28775
-0.87431	-0.22838
-0.87303	-0.32913
-0.87277	-0.00868
-0.87239	0.26775
-0.87213	0.26314
-0.87189	-0.01358
-0.87107	0.31911
-0.87060	0.45006
-0.87028	0.37423
-0.86985	-0.17649
-0.86970	-0.09053
-0.86967	-0.49348
-0.86826	0.10454
-0.86822	-0.19651
-0.86753	0.01592
-0.86694	0.00746
-0.86616	-0.13589
-0.86563	0.24948
-0.86519	-0.24643
-0.86518	-0.14868
-0.86508	-0.50067
-0.86459	0.14203
-0.86448	-0.22564
-0.86314	-0.03752
-0.86292	0.32807
-0.86247	0.06340
-0.86118	0.41190
-0.86029	0.09042
-0.85981	-0.01499
-0.85932	-0.30774
-0.85879	0.15236
-0.85768	-0.20471
-0.85744	-0.29285
-0.85546	0.01676
-0.85504	0.16475
-0.85405	-0.32131
-0.85365	0.31917
-0.85333	-0.29448
-0.85318	-0.14823
-0.85278	-0.40562
-0.85271	0.31773
